item_id,sentence,option_a,option_b,gold_answer
pr_fr_000735,"Elle aimait boire de la tequila dans un verre plutôt que dans un gobelet, car _ avait une odeur étrange.",le verre,le gobelet,B
pr_fr_000736,"Elle aimait boire de la tequila dans un verre plutôt que dans un gobelet, car _ avait un parfum agréable.",le verre,le gobelet,A
pr_fr_000737,"Marie a dû faire passer la structure en bois par la porte, mais n' a pas pu le faire parce que _ était trop mince.",la structure,la porte,B
pr_fr_000738,"Marie a dû faire passer la structure en bois par la porte, mais n' a pas pu le faire car _ était trop large.",la structure,la porte,A
pr_fr_000739,"Tammy a été traitée pour dépression à la clinique et a été surchargée, mais _ n' était pas si grave.",la dépression,la clinique,A
pr_fr_000740,"Tammy a été traitée pour dépression à la clinique et a été surfacturée, mais _ a été utile.",la dépression,la clinique,B
pr_fr_000741,Le groupe pratique souvent dans le parc au lieu du bar car _ facilite leur concentration.,le bar,le parc,B
pr_fr_000742,Le groupe pratique souvent dans le parc au lieu du bar car _ interfère avec leur concentration.,le parc,le bar,B
pr_fr_000743,La fête de Thanksgiving n' allait plus pouvoir être servie à table car _ était trop grande.,la table,la fête,B
pr_fr_000744,La fête de Thanksgiving n' allait plus pouvoir être servie à table car _ était trop petite.,la fête,la table,B
pr_fr_000745,"Hier soir, Aiden est allé observer les étoiles avec ses jumelles sous la pluie parce qu' il voulait voir la lune, mais _ était trop faible.",la pluie,la lune,B
pr_fr_000746,"Hier soir, Aiden est allé observer les étoiles avec ses jumelles sous la pluie parce qu' il voulait voir la lune, mais _ était trop forte.",la pluie,la lune,A
pr_fr_000747,Le toit de la propriété a été emporté par l' ouragan parce que _ est faible.,le toit,l' ouragan,A
pr_fr_000748,Le toit de la propriété a été emporté par l' ouragan parce que _ est fort.,l' ouragan,le toit,A
pr_fr_000749,Alex a lancé le ballon à Jeff mais il a dû porter le bâton parce que _ était lourd.,le bâton,le ballon,A
pr_fr_000750,Alex a lancé le ballon à Jeff mais il a dû porter le bâton car _ était léger.,le bâton,le ballon,B
pr_fr_000751,Tina utilisait une lime pour couper ses ongles d' orteils et a eu une mauvaise coupure sur la peau de son doigt parce que _ était trop dure.,la peau,la lime,B
pr_fr_000752,Tina utilisait une lime pour couper ses ongles d' orteils et a eu une mauvaise coupure sur la peau de son doigt parce que _ était trop douce.,la lime,la peau,B
pr_fr_000753,"Le personnel médical a aimé utiliser le thermomètre, mais pas le stéthoscope, car _ était plus difficile à utiliser correctement.",le thermomètre,le stéthoscope,B
pr_fr_000754,"Le personnel médical a aimé utiliser le thermomètre, mais pas le stéthoscope, car _ était plus facile à utiliser correctement.",le thermomètre,le stéthoscope,A
pr_fr_000755,Sa chaussure s' est complètement usée pendant la course car _ était très longue.,la course,la chaussure,A
pr_fr_000756,Sa chaussure s' est complètement usée pendant la course car _ était très bon marché.,la course,la chaussure,B
pr_fr_000757,"J' ai vraiment apprécié le repas que ma mère a préparé, mais pas le déjeuner que mon père a préparé car _ était délicieux.",le repas,le déjeuner,A
pr_fr_000758,"J' ai vraiment apprécié le repas que ma mère a préparé, mais pas le déjeuner que mon père a préparé car _ était dégoûtant.",le repas,le déjeuner,B
pr_fr_000759,L' homme a joué au jeu plus longtemps qu' il n' a passé à regarder le film parce que _ était plus court.,le jeu,le film,B
pr_fr_000760,L' homme a joué au jeu plus longtemps qu' il n' a passé à regarder le film parce que _ était plus long.,le jeu,le film,A
pr_fr_000761,Les deux déménageurs ont pu amener le lit à l' intérieur de l' appartement et ont laissé le canapé dans le camion car _ était plus léger.,le lit,le canapé,A
pr_fr_000762,Les deux déménageurs ont pu amener le lit à l' intérieur de l' appartement et ont laissé le canapé dans le camion car _ était trop lourd.,le lit,le canapé,B
pr_fr_000763,"J' ai demandé un visa pour le Japon pour entrer dans mon passeport, mais cela n' a pas pu parce que _ prenait une page entière.",le passeport,le visa,B
pr_fr_000764,"J' ai demandé un visa pour le Japon pour entrer dans mon passeport, mais ce n' était pas possible car _ n' avait pas de page vide.",le passeport,le visa,A
pr_fr_000765,Les dossiers médicaux étaient stockés sur disque au lieu de papier parce que _ était plus fiable.,le papier,le disque,B
pr_fr_000766,Les dossiers médicaux étaient stockés sur disque au lieu de papier car _ était plus douteux.,le papier,le disque,A
pr_fr_000767,"Le mécanicien a essayé de couvrir la voiture avec une bâche, mais elle ne rentre pas car _ est trop courte.",la voiture,la bâche,B
pr_fr_000768,"Le mécanicien a essayé de couvrir la voiture avec une bâche, mais elle ne rentre pas car _ était trop longue.",la voiture,la bâche,A
pr_fr_000769,"Tim a essayé d' empiler du bois dans le hangar à l' extérieur près de la grange, mais _ était trop.",le hangar,le bois,B
pr_fr_000770,"Tim a essayé d' empiler du bois dans le hangar à l' extérieur près de la grange, mais _ était trop petit.",le bois,le hangar,B
pr_fr_000771,"La femme a pris de nombreuses photos de la statue, mais une seule de la fontaine, car _ était unique.",la statue,la fontaine,A
pr_fr_000772,"La femme a pris de nombreuses photos de la statue, mais une seule de la fontaine, car _ était commune.",la statue,la fontaine,B
pr_fr_000773,"Il a monté la bicyclette sur la colline mais a abandonné quand il est arrivé sur la route, car _ était beaucoup plus facile à parcourir.",la route,la colline,B
pr_fr_000774,"Il est monté à vélo sur la colline mais a abandonné quand il est arrivé sur la route, car _ était beaucoup plus difficile à parcourir.",la route,la colline,A
pr_fr_000775,"Le médecin a remplacé le tapis sale de son bureau par du béton taché pendant l' été, _ était vieux.",le béton,le tapis,B
pr_fr_000776,"Le médecin a remplacé le tapis sale de son bureau par du béton taché pendant l' été, _ était à la mode.",le tapis,le béton,B
pr_fr_000777,"Le réfrigérateur de la maison de ma mère fonctionnait beaucoup mieux que son congélateur, car _ était neuf.",le congélateur,le réfrigérateur,B
pr_fr_000778,"Le réfrigérateur de la maison de ma mère fonctionnait beaucoup mieux que son congélateur, car _ était vieux.",le congélateur,le réfrigérateur,A
pr_fr_000779,"Il y avait des cheveux partout sur le sol mais aucun sur le comptoir, car _ était nettoyé sporadiquement.",le comptoir,le sol,B
pr_fr_000780,"Il y avait des cheveux partout sur le sol mais aucun sur le comptoir, car _ était nettoyé régulièrement.",le sol,le comptoir,B
pr_fr_000781,"La ligne de pêche était incroyable par rapport à la corde, car _ pouvait supporter plus de poids.",la ligne,la corde,A
pr_fr_000782,"La ligne de pêche était incroyable par rapport à la corde, car _ pouvait supporter moins de poids.",la corde,la ligne,A
pr_fr_000783,J' ai vraiment apprécié mon repas beaucoup mieux que John a apprécié son dîner parce que _ était savoureux.,le repas,le dîner,A
pr_fr_000784,J' ai vraiment apprécié mon repas beaucoup mieux que John a apprécié son dîner parce que _ était insipide.,le repas,le dîner,B
pr_fr_000785,"Lorsque je voyage à l' étranger, je vais toujours au marché local et non au supermarché, car _ est généralement moins cher.",le marché,le supermarché,A
pr_fr_000786,"Lorsque je voyage à l' étranger, je vais toujours au marché local et non au supermarché, car _ est généralement plus cher.",le marché,le supermarché,B
pr_fr_000787,Il y avait plus d' escargots dans l' aquarium que dans le réservoir car _ était plus grand.,l' aquarium,le réservoir,A
pr_fr_000788,Il y avait plus d' escargots dans l' aquarium que dans le réservoir car _ était plus petit.,le réservoir,l' aquarium,A
pr_fr_000789,"Susan a appliqué de la peinture fraîche dans la pièce, car _ lui paraissait mal.",la pièce,la peinture,A
pr_fr_000790,"Susan a appliqué de la peinture fraîche dans la pièce, car _ lui paraissait bien.",la pièce,la peinture,B
pr_fr_000791,L' homme a remplacé le linoléum orange de la cuisine par du carrelage gris car _ était désuet.,le linoléum,le carrelage,A
pr_fr_000792,L' homme a remplacé le linoléum orange de la cuisine par du carrelage gris car _ était à la mode.,le linoléum,le carrelage,B
pr_fr_000793,James s' est rendu compte qu' il pouvait manger plus de pomme contrairement à la banane parce que _ est petite.,la pomme,la banane,A
pr_fr_000794,James s' est rendu compte qu' il pouvait manger plus de pomme contrairement à la banane parce que _ est grosse.,la banane,la pomme,A
pr_fr_000795,Elle a seulement nettoyé l' avant de l' armoire et non l' arrière parce qu' elle pensait que _ serait caché.,l' avant,l' arrière,B
pr_fr_000796,Elle a seulement nettoyé l' avant du meuble et non l' arrière parce qu' elle pensait que _ serait visible.,l' avant,l' arrière,A
pr_fr_000797,Jane n' a pas pu mettre la batterie dans la calculatrice car _ était trop grosse.,la calculatrice,la batterie,B
pr_fr_000798,Jane n' a pas pu mettre la batterie dans la calculatrice car _ était trop petite.,la batterie,la calculatrice,B
pr_fr_000799,Le barman versa le jus du mixeur dans le verre à cocktail jusqu' à ce que _ soit plein.,le mixeur,le verre,B
pr_fr_000800,Le barman a versé le jus du mixeur dans le verre à cocktail jusqu' à ce que _ soit vide.,le verre,le mixeur,B
pr_fr_000801,"Fran a décidé d' écouter de la musique au lieu de regarder la télévision pour se détendre, car _ la rendait heureuse.",la musique,la télévision,A
pr_fr_000802,"Fran a décidé d' écouter de la musique au lieu de regarder la télévision pour se détendre, car _ la rendait triste.",la télévision,la musique,A
pr_fr_000803,"Evelyn s' est fait percer le nez et a choisi un cerceau en or plutôt qu' un clou en argent, car _ avait l' air idiot.",le goujon,le cerceau,A
pr_fr_000804,"Evelyn s' est fait percer le nez et a choisi un cerceau en or plutôt qu' un clou en argent, car _ avait l' air plus frais.",le cerceau,le goujon,A
pr_fr_000805,L' employé est entré dans le bureau et a accédé à l' ordinateur via le terminal mais pas le smartphone car _ était sécurisé.,le terminal,le smartphone,A
pr_fr_000806,L' employé est entré dans le bureau et a accédé à l' ordinateur via le terminal mais pas au smartphone car _ n' était pas sécurisé.,le terminal,le smartphone,B
pr_fr_000807,"Soucieuse d' arriver à l' heure au tribunal, la femme a décidé de prendre un taxi au lieu du train car _ y arriverait plus tôt.",le train,le taxi,B
pr_fr_000808,"Soucieuse d' arriver à l' heure au tribunal, la femme a décidé de prendre un taxi au lieu du train car _ y arriverait plus tard.",le train,le taxi,A
pr_fr_000809,"Mon certificat d' amis était beaucoup plus facile que mon diplôme, car _ était un mini-cours.",le diplôme,le certificat,B
pr_fr_000810,"Mon certificat d' amis était beaucoup plus facile que mon diplôme, car _ était un cours majeur.",le certificat,le diplôme,B
pr_fr_000811,"Le foulard que la mère de Bob lui avait confectionné ne lui allait pas autour du cou, _ était trop petit.",le cou,le foulard,B
pr_fr_000812,"Le foulard que la mère de Bob lui avait confectionné ne lui allait pas autour du cou, _ était trop large.",le foulard,le cou,B
pr_fr_000813,La répétition a eu lieu dans le studio au lieu de l' auditorium car _ avait une meilleure acoustique.,le studio,l' auditorium,A
pr_fr_000814,La répétition a eu lieu dans le studio au lieu de l' auditorium car _ avait une acoustique inadéquate.,le studio,l' auditorium,B
pr_fr_000815,"L' aspirateur de la femme fonctionnait beaucoup mieux sur le tapis que le balai, car _ était puissant.",l' aspirateur,le balai,A
pr_fr_000816,"L' aspirateur de la femme fonctionnait beaucoup mieux sur le tapis que le balai, car _ était inutile.",l' aspirateur,le balai,B
pr_fr_000817,Le mannequin a mis la lotion sur sa peau sèche mais _ était trop dure.,la peau,la lotion,A
pr_fr_000818,Le mannequin a mis la lotion sur sa peau sèche mais _ était trop faible.,la lotion,la peau,A
pr_fr_000819,"Elle décida d' apprendre à jouer de la harpe et de la trompette, car _ était si belle.",la trompette,la harpe,B
pr_fr_000820,"Elle décida d' apprendre à jouer de la harpe et de la trompette, car _ était jazzy.",la trompette,la harpe,A
pr_fr_000821,"L' herbe préférée de Patti dans le jardin était le romarin, mais elle ne se souciait pas du basilic, car _ avait une odeur étrange.",le romarin,le basilic,B
pr_fr_000822,"L' herbe préférée de Patti dans le jardin était le romarin, mais elle ne se souciait pas du basilic, car _ sentait bon.",le basilic,le romarin,B
pr_fr_000823,La voiture a gagné assez rapidement sur la fusée car _ avait du carburant de haute qualité.,la fusée,la voiture,B
pr_fr_000824,La voiture a gagné assez rapidement sur la fusée car _ avait du carburant de faible qualité.,la voiture,la fusée,B
pr_fr_000825,L' examen médical du bras cassé était plus court que l' examen du cœur car _ était un problème grave.,le bras,le cœur,B
pr_fr_000826,L' examen médical du bras cassé était plus long que l' examen du cœur car _ était un problème grave.,le bras,le cœur,A
